Date,Route,Time,Day,Location,Incident,Min Delay,Min Gap,Direction,Vehicle
2019-03-08,501,1900-01-01 07:26:00,Friday,Greenwood and Queen,Mechanical,2.0,4.0,W/B,4100.0
2019-03-08,506,1900-01-01 07:34:00,Friday,Coxwell and Gerrard,Mechanical,7.0,14.0,E/B,4069.0
2019-03-08,501,1900-01-01 07:45:00,Friday,Humber Loop,Mechanical,5.0,9.0,E/B,4141.0
2019-03-08,506,1900-01-01 08:10:00,Friday,coxwell loop,Mechanical,5.0,10.0,E/B,4042.0
2019-03-08,705,1900-01-01 08:25:00,Friday,King/Joe Shuster way,Mechanical,1.0,2.0,wb,4510.0
2019-03-08,502,1900-01-01 08:26:00,Friday,Queen & Yonge,Investigation,12.0,24.0,W/B,9238.0
2019-03-08,504,1900-01-01 08:27:00,Friday,KING/STRACHAN,Mechanical,7.0,14.0,E/B,4411.0
2019-03-08,506,1900-01-01 09:46:00,Friday,lansdowne / college,Mechanical,5.0,10.0,W/B,4195.0
2019-03-08,504,1900-01-01 10:38:00,Friday,King/Church,Mechanical,7.0,14.0,W/B,4525.0
2019-03-08,506,1900-01-01 10:50:00,Friday,broadview / gerrard,Mechanical,5.0,10.0,W/B,4186.0
2019-03-08,502,1900-01-01 11:26:00,Friday,Queen & Jones,Investigation,10.0,20.0,E/B,9229.0
2019-03-08,505,1900-01-01 11:54:00,Friday,Sackville / Dundas,Investigation,7.0,14.0,W/B,1293.0
2019-03-08,505,1900-01-01 11:56:00,Friday,Broadview station,Mechanical,6.0,12.0,W/B,8491.0
2019-03-08,505,1900-01-01 12:21:00,Friday,University and Dundas,Investigation,4.0,8.0,W/B,8552.0
2019-03-08,506,1900-01-01 13:15:00,Friday,Coxwell and Gerrard,Mechanical,6.0,12.0,E/B,4023.0
2019-03-08,501,1900-01-01 14:40:00,Friday,Queen St West Simcoe,Investigation,4.0,20.0,E/B,4049.0
2019-03-08,506,1900-01-01 15:28:00,Friday,Main and Gerrard,Mechanical,6.0,12.0,W/B,4160.0
2019-03-08,506,1900-01-01 15:39:00,Friday,CHURCH AND Carloton,Held By,10.0,16.0,E/B,4165.0
2019-03-08,501,1900-01-01 15:48:00,Friday,Queen St West Shaw,Investigation,4.0,30.0,E/B,4127.0
2019-03-08,52,1900-01-01 16:06:00,Friday,King and Bathurst,Mechanical,1.0,2.0,W/B,4507.0
2019-03-08,501,1900-01-01 16:20:00,Friday,Queen Street West Dunn,Emergency Services,5.0,10.0,W/B,4081.0
2019-03-08,505,1900-01-01 17:26:00,Friday,Church and Dundas,Emergency Services,4.0,8.0,W/B,1293.0
2019-03-08,506,1900-01-01 17:48:00,Friday,Broadview and Gerrard,Mechanical,6.0,12.0,W/B,4034.0
2019-03-08,506,1900-01-01 18:08:00,Friday,Ossington and College,Held By,109.0,115.0,W/B,4051.0
2019-03-08,505,1900-01-01 18:26:00,Friday,Lansdowne and Dundas,Investigation,4.0,8.0,E/B,8580.0
2019-03-08,506,1900-01-01 19:08:00,Friday,Dovercourt and College,Held By,18.0,26.0,W/B,4053.0
2019-03-08,510,1900-01-01 19:37:00,Friday,Spadina Stn.,Mechanical,4.0,8.0,S/B,4514.0
2019-03-08,511,1900-01-01 19:38:00,Friday,Dundas and Bathurst,General Delay,8.0,14.0,S/B,1086.0
2019-03-08,506,1900-01-01 21:08:00,Friday,Coxwell & Gerrard,Mechanical,8.0,16.0,E/B,4057.0
2019-03-08,501,1900-01-01 21:39:00,Friday,Empire and Queen,Held By,8.0,13.0,E/B,4123.0
2019-03-08,506,1900-01-01 22:10:00,Friday,College & Grace,Mechanical,29.0,37.0,W/B,4051.0
2019-03-08,501,1900-01-01 22:50:00,Friday,Queen and River,Mechanical,5.0,10.0,W/B,4170.0
2019-03-08,501,1900-01-01 22:52:00,Friday,Queen and Woodbine,Investigation,5.0,10.0,W/B,4185.0
2019-03-09,705,,Saturday,Queen and Jameson,Investigation,1.0,1.0,W/B,4427.0
2019-03-09,504,1900-01-01 00:31:00,Saturday,king and bay,Investigation,9.0,18.0,W/B,4408.0
2019-03-09,501,1900-01-01 00:46:00,Saturday,Queen and Kingston Road,Investigation,9.0,18.0,E/B,4048.0
2019-03-09,501,1900-01-01 00:50:00,Saturday,Quen and Kingston Road,Mechanical,9.0,18.0,E/B,4108.0
2019-03-09,306,1900-01-01 01:02:00,Saturday,Carlton & Sherbourne,Investigation,35.0,43.0,E/B,4110.0
2019-03-09,306,1900-01-01 01:12:00,Saturday,Gerrard & River,Mechanical,8.0,16.0,W/B,4145.0
2019-03-09,504,1900-01-01 01:48:00,Saturday,Roncy and Queen,Investigation,9.0,18.0,E/B,4485.0
2019-03-09,504,1900-01-01 01:48:00,Saturday,Roncy and Queen,Emergency Services,9.0,18.0,E/B,4485.0
2019-03-09,504,1900-01-01 05:17:00,Saturday,Queen and Broadview,Late Leaving Garage,10.0,20.0,E/B,4481.0
2019-03-09,504,1900-01-01 06:18:00,Saturday,Queen and brodview,Investigation,5.0,12.0,W/B,4464.0
2019-03-09,510,1900-01-01 08:56:00,Saturday,King and Spadina,Mechanical,8.0,16.0,N/B,4508.0
2019-03-09,510,1900-01-01 09:13:00,Saturday,King and Spadina,Mechanical,8.0,16.0,N/B,4443.0
2019-03-09,504,1900-01-01 09:19:00,Saturday,King and Spadina,Mechanical,8.0,16.0,N/B,4472.0
2019-03-09,510,1900-01-01 09:50:00,Saturday,King and Spadina,Mechanical,8.0,16.0,N/B,4506.0
2019-03-09,501,1900-01-01 10:07:00,Saturday,Humber Loop,Mechanical,5.0,15.0,E/B,4155.0
2019-03-09,510,1900-01-01 10:08:00,Saturday,King ande Spadina,Mechanical,8.0,16.0,N/B,4511.0
2019-03-09,512,1900-01-01 10:12:00,Saturday,SCW stn,Mechanical,46.0,53.0,W/B,4467.0
2019-03-09,501,1900-01-01 11:39:00,Saturday,Queen And Connaught,Mechanical,5.0,10.0,W/B,4034.0
2019-03-09,501,1900-01-01 13:32:00,Saturday,Niagara and Queen,Investigation,5.0,10.0,E/B,4081.0
2019-03-09,506,1900-01-01 13:50:00,Saturday,Yonge and College,Held By,12.0,18.0,W/B,4193.0
2019-03-09,505,1900-01-01 14:14:00,Saturday,Broadview Station,Mechanical,4.0,8.0,W/B,8323.0
2019-03-09,512,1900-01-01 14:27:00,Saturday,St.Clair West Station,Investigation,35.0,40.0,B/W,4476.0
2019-03-09,504,1900-01-01 14:28:00,Saturday,king and Dufferin,Mechanical,6.0,12.0,E/B,4423.0
2019-03-09,505,1900-01-01 14:43:00,Saturday,Jarvis,General Delay,17.0,12.0,W/B,8590.0
2019-03-09,501,1900-01-01 14:50:00,Saturday,Kingston road to Neville park,General Delay,5.0,10.0,E/B,4069.0
2019-03-09,506,1900-01-01 15:11:00,Saturday,Coxwell and Gerrard,Mechanical,6.0,12.0,W/B,4030.0
2019-03-09,504,1900-01-01 15:34:00,Saturday,Dundas est STN to Dufferin,General Delay,12.0,17.0,W/B,4405.0
2019-03-09,15,1900-01-01 15:44:00,Saturday,distillery Loop,Investigation,10.0,16.0,W/B,4512.0
2019-03-09,504,1900-01-01 16:06:00,Saturday,Dufferin and Liberty,Investigation,37.0,43.0,S/B,4468.0
2019-03-09,501,1900-01-01 16:22:00,Saturday,Connaught and Queen,Mechanical,5.0,10.0,W/B,4505.0
2019-03-09,510,1900-01-01 16:45:00,Saturday,Queens Quay,Mechanical,4.0,8.0,S/B,4446.0
2019-03-09,506,1900-01-01 17:00:00,Saturday,Main and Gerrard,Held By,8.0,14.0,E/B,4119.0
2019-03-09,510,1900-01-01 17:21:00,Saturday,King,Mechanical,4.0,8.0,S/B,4526.0
2019-03-09,509,1900-01-01 17:39:00,Saturday,Fleet and Strachan,Mechanical,21.0,27.0,E/B,4431.0
2019-03-09,506,1900-01-01 17:41:00,Saturday,Bay and College,Mechanical,6.0,12.0,E/B,4193.0
2019-03-09,511,1900-01-01 17:52:00,Saturday,Queen and Bathurst,General Delay,8.0,14.0,N/B,1010.0
2019-03-09,501,1900-01-01 18:21:00,Saturday,Simcoe/McCaul and Queen,Mechanical,5.0,10.0,E/B,4004.0
2019-03-09,506,1900-01-01 19:50:00,Saturday,Church and College,Emergency Services,4.0,10.0,E/B,4077.0
2019-03-09,501,1900-01-01 20:56:00,Saturday,Scarboro Beach and Queen,Investigation,1.0,1.0,E/B,4198.0
2019-03-09,501,1900-01-01 22:38:00,Saturday,Yonge and Queen,Investigation,0.0,0.0,E/B,4146.0
2019-03-10,501,1900-01-01 00:01:00,Sunday,Lakeshore and Burlington,Mechanical,9.0,18.0,E/B,4114.0
2019-03-10,506,1900-01-01 00:01:00,Sunday,Dundas and sourauran,Held By,25.0,32.0,E/B,4085.0
2019-03-10,306,1900-01-01 01:19:00,Sunday,Coxwell Loop,Investigation,8.0,16.0,W/B,4071.0
2019-03-10,301,1900-01-01 03:13:00,Sunday,Neville Loop,Investigation,9.0,18.0,W/B,4105.0
2019-03-10,301,1900-01-01 03:33:00,Sunday,Queen and Spadina,Mechanical,9.0,18.0,E/B,4074.0
2019-03-10,512,1900-01-01 04:29:00,Sunday,leslie barns,General Delay,9.0,34.0,N/B,4424.0
2019-03-10,512,1900-01-01 05:11:00,Sunday,St. Clair / Lansdowne,Mechanical,12.0,24.0,E/B,4481.0
2019-03-10,512,1900-01-01 05:25:00,Sunday,Bathurst Stn,Mechanical,12.0,24.0,W/B,4429.0
2019-03-10,504,1900-01-01 05:28:00,Sunday,leslie barns,Late Leaving Garage,8.0,23.0,N/B,4442.0
2019-03-10,501,1900-01-01 05:28:00,Sunday,leslie barns,Late Leaving Garage,8.0,18.0,N/B,4509.0
2019-03-10,501,1900-01-01 05:51:00,Sunday,Berkshire / Queen,Investigation,7.0,14.0,E/B,4475.0
2019-03-10,506,1900-01-01 06:08:00,Sunday,coxwell/queen,Investigation,10.0,20.0,E/B,4171.0
2019-03-10,301,1900-01-01 06:08:00,Sunday,Queen / Coxwell,Held By,7.0,14.0,E/B,4505.0
2019-03-10,501,1900-01-01 06:46:00,Sunday,Coxwell loop,Emergency Services,7.0,14.0,S/B,4413.0
2019-03-10,504,1900-01-01 07:24:00,Sunday,Parliament and Shuter,Held By,34.0,40.0,E/B,4423.0
2019-03-10,510,1900-01-01 07:46:00,Sunday,King and Spadina,Mechanical,8.0,16.0,N/B,4460.0
2019-03-10,505,1900-01-01 08:16:00,Sunday,Dundas and Spadina,Mechanical,5.0,10.0,E/B,8471.0
2019-03-10,504,1900-01-01 08:31:00,Sunday,Laslie Barns,Late Leaving Garage,6.0,12.0,W/B,4434.0
2019-03-10,7,1900-01-01 08:31:00,Sunday,Leslie Barns,Late Leaving Garage,6.0,12.0,W/B,4416.0
2019-03-10,509,1900-01-01 08:42:00,Sunday,Queens Quay / york,General Delay,12.0,21.0,W/B,4465.0
2019-03-10,504,1900-01-01 08:47:00,Sunday,Leslie Barns,Late Leaving Garage,2.0,10.0,N/B,4470.0
2019-03-10,504,1900-01-01 08:47:00,Sunday,Leslie Barns,Late Leaving Garage,3.0,11.0,N/B,4504.0
2019-03-10,504,1900-01-01 08:48:00,Sunday,Leslie Barns,Late Leaving Garage,2.0,10.0,N/B,4488.0
2019-03-10,504,1900-01-01 08:49:00,Sunday,Laslie Barns,Late Leaving Garage,6.0,12.0,E/B,4483.0
2019-03-10,510,1900-01-01 08:54:00,Sunday,King and Spadina,Mechanical,8.0,16.0,N/B,4416.0
2019-03-10,510,1900-01-01 09:00:00,Sunday,Spadina and Queen,Mechanical,8.0,16.0,S/B,4409.0
2019-03-10,510,1900-01-01 09:03:00,Sunday,King and Spadina,Mechanical,8.0,16.0,N/B,4427.0
2019-03-10,510,1900-01-01 09:13:00,Sunday,King and Spadina,Mechanical,8.0,12.0,N/B,4457.0
2019-03-10,510,1900-01-01 09:23:00,Sunday,King and Spadina,Mechanical,8.0,16.0,N/B,4512.0
2019-03-10,510,1900-01-01 09:31:00,Sunday,King and Spadina,Mechanical,8.0,16.0,N/B,4453.0
2019-03-10,505,1900-01-01 09:34:00,Sunday,Broadview Station,Mechanical,5.0,10.0,W/B,8457.0
2019-03-10,501,1900-01-01 10:12:00,Sunday,Roncevalles / Queen,General Delay,20.0,30.0,E/B,4413.0
2019-03-10,506,1900-01-01 10:24:00,Sunday,Coxwell And Gerrard,Mechanical,5.0,10.0,W/B,4179.0
2019-03-10,512,1900-01-01 10:54:00,Sunday,St. Clair / Glenholme,Overhead - Pantograph,55.0,62.0,E/B,4487.0
2019-03-10,510,1900-01-01 11:42:00,Sunday,Spadina and Queen,Held By,9.0,16.0,B/W,4457.0
2019-03-10,501,1900-01-01 12:07:00,Sunday,Queen And Connaught,Mechanical,5.0,10.0,W/B,4187.0
2019-03-10,501,1900-01-01 12:09:00,Sunday,Queen And Connaught,Late Leaving Garage,5.0,10.0,W/B,4108.0
2019-03-10,504,1900-01-01 12:18:00,Sunday,King t Jarvis,Emergency Services,10.0,18.0,W/B,4479.0
2019-03-10,509,1900-01-01 12:21:00,Sunday,Leslie Barns,Late Leaving Garage,5.0,13.0,W/B,4572.0
2019-03-10,501,1900-01-01 12:21:00,Sunday,Leslie Barns,Late Leaving Garage,5.0,9.0,E/B,4511.0
2019-03-10,501,1900-01-01 12:30:00,Sunday,Humber loop to Neville loop,General Delay,5.0,10.0,B/W,
2019-03-10,505,1900-01-01 12:41:00,Sunday,Dundas and Yonge,General Delay,12.0,10.0,E/B,1213.0
2019-03-10,501,1900-01-01 12:47:00,Sunday,Russell Yard,Mechanical,5.0,10.0,E/B,4119.0
2019-03-10,506,1900-01-01 12:52:00,Sunday,Spadina and College,Mechanical,8.0,16.0,W/B,4021.0
2019-03-10,501,1900-01-01 13:18:00,Sunday,Queen and Shaw,Mechanical,5.0,10.0,W/B,4108.0
2019-03-10,504,1900-01-01 13:39:00,Sunday,Broadview at Queen,Held By,6.0,14.0,S/B,4468.0
2019-03-10,506,1900-01-01 13:41:00,Sunday,College and Yonge,Held By,8.0,16.0,W/B,4153.0
2019-03-10,511,1900-01-01 15:13:00,Sunday,Bathurst Station,Mechanical,5.0,10.0,S/B,1005.0
2019-03-10,506,1900-01-01 15:16:00,Sunday,Broadview and Gerrard,Held By,10.0,18.0,W/B,4048.0
2019-03-10,501,1900-01-01 18:34:00,Sunday,Ellis and The Queens Way,Emergency Services,5.0,10.0,E/B,4418.0
2019-03-10,505,1900-01-01 18:38:00,Sunday,Roncesvalles,Utilized Off Route,8.0,16.0,W/B,9224.0
2019-03-10,505,1900-01-01 18:50:00,Sunday,Dundas West Station,Utilized Off Route,8.0,16.0,,8952.0
2019-03-10,511,1900-01-01 18:51:00,Sunday,Dundas and Bathurst,General Delay,7.0,14.0,N/B,1348.0
2019-03-10,510,1900-01-01 18:59:00,Sunday,Spadina and Nassau,Held By,8.0,13.0,S/B,4409.0
2019-03-10,511,1900-01-01 19:13:00,Sunday,Exhibtion loop,Mechanical,8.0,16.0,N/B,1260.0
2019-03-10,511,1900-01-01 20:04:00,Sunday,Exhibtion loop,Mechanical,7.0,14.0,N/B,1099.0
2019-03-10,504,1900-01-01 20:52:00,Sunday,Springhurst loop,Held By,31.0,40.0,E/B,4428.0
2019-03-10,501,1900-01-01 21:06:00,Sunday,Queen and Peter,Investigation,5.0,12.0,W/B,4448.0
2019-03-10,504,1900-01-01 21:32:00,Sunday,King and niagara,Diversion,163.0,172.0,B/W,4469.0
2019-03-10,511,1900-01-01 21:44:00,Sunday,Bathurst and King,Diversion,211.0,218.0,N/B,1348.0
2019-03-10,510,1900-01-01 21:45:00,Sunday,Spadina and King,Mechanical,163.0,169.0,N/B,4518.0
2019-03-10,504,1900-01-01 21:52:00,Sunday,King and bathurst,General Delay,143.0,152.0,B/W,4432.0
2019-03-10,505,1900-01-01 23:27:00,Sunday,Jarvis and Dundas,Mechanical,9.0,18.0,W/B,8171.0
2019-03-10,501,1900-01-01 23:28:00,Sunday,Queen and McCaul,Mechanical,4.0,13.0,W/B,4003.0
2019-03-11,805,1900-01-01 00:49:00,Monday,dundas and roncy,Investigation,1.0,1.0,N/B,1013.0
2019-03-11,501,1900-01-01 04:27:00,Monday,Coxwell and Queen St.,Held By,6.0,6.0,E/B,4060.0
2019-03-11,501,1900-01-01 04:40:00,Monday,Queen & Leslie,Mechanical,,34.0,W/B,4010.0
2019-03-11,512,1900-01-01 05:00:00,Monday,Bathurst Stn,Overhead - Pantograph,8.0,16.0,N/B,4480.0
2019-03-11,505,1900-01-01 05:59:00,Monday,Broadview Station,Mechanical,4.0,8.0,E/B,1362.0
2019-03-11,510,1900-01-01 06:44:00,Monday,Spadina and Queens Quay,Mechanical,8.0,16.0,S/B,4408.0
2019-03-11,506,1900-01-01 07:26:00,Monday,Coxwell and Gerrard St.,Mechanical,9.0,10.0,E/B,4145.0
2019-03-11,505,1900-01-01 07:30:00,Monday,Broadview Station,Mechanical,4.0,8.0,W/B,9235.0
2019-03-11,501,1900-01-01 08:06:00,Monday,Queen & Connaught,Mechanical,4.0,8.0,W/B,4178.0
2019-03-11,512,1900-01-01 08:24:00,Monday,Oakwood Loop,Mechanical,6.0,12.0,E/B,4411.0
2019-03-11,509,1900-01-01 08:40:00,Monday,Fleet Loop,Mechanical,6.0,12.0,W/B,4513.0
2019-03-11,502,1900-01-01 08:46:00,Monday,Kingston & Woodbine,Mechanical,12.0,24.0,W/B,8471.0
2019-03-11,509,1900-01-01 08:54:00,Monday,Fleet Loop,Mechanical,6.0,12.0,W/B,4494.0
2019-03-11,505,1900-01-01 09:18:00,Monday,Dundas West Station,Mechanical,4.0,8.0,E/B,8515.0
2019-03-11,504,1900-01-01 09:36:00,Monday,Roncesvalles/Queen,Mechanical,5.0,11.0,E/B,4423.0
2019-03-11,512,1900-01-01 09:41:00,Monday,St Clair W and Keele,Held By,25.0,30.0,E/B,4506.0
2019-03-11,501,1900-01-01 09:53:00,Monday,Queen & Boulton,Emergency Services,18.0,23.0,W/B,4446.0
2019-03-11,501,1900-01-01 10:06:00,Monday,Queen & Coxwell,Mechanical,14.0,19.0,W/B,4160.0
2019-03-11,501,1900-01-01 10:17:00,Monday,Queen & Maclean,Investigation,15.0,20.0,E/B,4105.0
2019-03-11,509,1900-01-01 11:06:00,Monday,Union Tunnel,Mechanical,8.0,14.0,W/B,4453.0
2019-03-11,510,1900-01-01 11:07:00,Monday,Entrance Union Tunnel,Mechanical,9.0,17.0,W/B,4447.0
2019-03-11,510,1900-01-01 11:41:00,Monday,Spadina Loop,Held By,8.0,16.0,N/B,4526.0
2019-03-11,504,1900-01-01 12:18:00,Monday,King / George,Emergency Services,7.0,13.0,E/B,4476.0
2019-03-11,501,1900-01-01 13:00:00,Monday,Queen McCaul,Mechanical,4.0,27.0,E/B,4115.0
2019-03-11,501,1900-01-01 13:00:00,Monday,Queen McCaul,Mechanical,4.0,28.0,E/B,4179.0
2019-03-11,506,1900-01-01 14:49:00,Monday,College and Brock,Mechanical,5.0,10.0,E/B,4053.0
2019-03-11,505,1900-01-01 15:36:00,Monday,Church and Dundas,Mechanical,7.0,11.0,E/B,8580.0
2019-03-11,504,1900-01-01 16:55:00,Monday,Church to Dundas West Stn,General Delay,13.0,19.0,W/B,4444.0
2019-03-11,501,1900-01-01 17:08:00,Monday,Queen Street West York Street,Mechanical,4.0,8.0,E/B,4178.0
2019-03-11,509,1900-01-01 17:30:00,Monday,Queens Quay and Bathurst,Mechanical,28.0,35.0,W/B,4413.0
2019-03-11,511,1900-01-01 17:47:00,Monday,Exhibition East Loop,Utilized Off Route,6.0,16.0,,1259.0
2019-03-11,505,1900-01-01 17:55:00,Monday,Spadina and Dundas,Emergency Services,4.0,8.0,W/B,9225.0
2019-03-11,511,1900-01-01 18:05:00,Monday,Exhibition East Loop,Utilized Off Route,6.0,12.0,,1146.0
2019-03-11,506,1900-01-01 20:03:00,Monday,Upper Gerrard and Woodbine,Mechanical,7.0,14.0,W/B,4181.0
2019-03-11,501,1900-01-01 20:25:00,Monday,Queen and Jameson,Investigation,2.0,7.0,E/B,4039.0
2019-03-11,501,1900-01-01 20:37:00,Monday,Queen and Sherbourne,Investigation,2.0,7.0,W/B,4071.0
2019-03-11,501,1900-01-01 20:41:00,Monday,Queen and Jameson,Investigation,1.0,1.0,E/B,4108.0
2019-03-11,501,1900-01-01 22:00:00,Monday,Neville Loop,Mechanical,5.0,15.0,W/B,4511.0
2019-03-11,512,1900-01-01 22:06:00,Monday,St. Clair and Avenue Rd,Emergency Services,37.0,45.0,E/B,4455.0
2019-03-11,511,1900-01-01 22:13:00,Monday,Bathurst station,Utilized Off Route,5.0,10.0,N/B,1092.0
2019-03-11,505,1900-01-01 22:13:00,Monday,Dundas and Bathurst,Utilized Off Route,7.0,14.0,W/B,8135.0
2019-03-12,501,1900-01-01 00:23:00,Tuesday,Queen and Ossington,Investigation,1.0,1.0,W/B,4039.0
2019-03-12,301,1900-01-01 02:25:00,Tuesday,Queen and Empire,Investigation,14.0,23.0,W/B,4110.0
2019-03-12,301,1900-01-01 03:02:00,Tuesday,Queen and Abell,Held By,39.0,48.0,W/B,4040.0
2019-03-12,505,1900-01-01 06:14:00,Tuesday,Dundas West Station,Mechanical,4.0,8.0,E/B,1211.0
2019-03-12,501,1900-01-01 06:44:00,Tuesday,Queen and Leslie,Mechanical,2.0,4.0,W/B,4178.0
2019-03-12,504,1900-01-01 09:12:00,Tuesday,King/Bay,Investigation,14.0,19.0,E/B,4517.0
2019-03-12,506,1900-01-01 09:17:00,Tuesday,college/brock,Investigation,3.0,6.0,W/B,8610.0
2019-03-12,512,1900-01-01 09:18:00,Tuesday,SCW,Mechanical,50.0,58.0,W/B,4475.0
2019-03-12,506,1900-01-01 09:40:00,Tuesday,college/university,Mechanical,5.0,10.0,W/B,4150.0
2019-03-12,504,1900-01-01 11:22:00,Tuesday,Dundas West Station,Investigation,1.0,1.0,N/B,4439.0
2019-03-12,506,1900-01-01 11:57:00,Tuesday,gerrard/greenwood,Investigation,20.0,25.0,W/B,4114.0
2019-03-12,504,1900-01-01 12:21:00,Tuesday,Distillery loop,Mechanical,7.0,14.0,W/B,4509.0
2019-03-12,501,1900-01-01 12:40:00,Tuesday,Queen Street West   at Lansdowne,Mechanical,4.0,12.0,W/B,4110.0
2019-03-12,510,1900-01-01 14:09:00,Tuesday,Spadina Station,Mechanical,4.0,8.0,N/B,4467.0
2019-03-12,504,1900-01-01 14:50:00,Tuesday,King and Bathurst,General Delay,10.0,9.0,B/W,4524.0
2019-03-12,512,1900-01-01 15:13:00,Tuesday,St. Clair West STN,Held By,6.0,11.0,W/B,4460.0
2019-03-12,512,1900-01-01 15:14:00,Tuesday,St. Clair West STN,Held By,13.0,18.0,E/B,4515.0
2019-03-12,512,1900-01-01 15:21:00,Tuesday,St. Clair West STN,Held By,6.0,11.0,E/B,4464.0
2019-03-12,506,1900-01-01 15:41:00,Tuesday,Coxwell and Lower Gerrard,Mechanical,8.0,13.0,N/B,4124.0
2019-03-12,506,1900-01-01 15:50:00,Tuesday,Main Station,Mechanical,5.0,10.0,,4087.0
2019-03-12,501,1900-01-01 16:10:00,Tuesday,Neville Loop,Mechanical,4.0,8.0,E/B,4105.0
2019-03-12,503,1900-01-01 17:08:00,Tuesday,Queen and Kingston Road,Utilized Off Route,12.0,24.0,E/B,8433.0
2019-03-12,503,1900-01-01 18:04:00,Tuesday,Bay and King,Mechanical,12.0,24.0,E/B,8540.0
2019-03-12,505,1900-01-01 18:05:00,Tuesday,Lansdowne and Dundas,Held By,21.0,25.0,E/B,9217.0
2019-03-12,501,1900-01-01 18:41:00,Tuesday,Queen Street West  Ohara,Held By,5.0,36.0,W/B,4091.0
2019-03-12,502,1900-01-01 18:59:00,Tuesday,Queen Street East Carlaw,Mechanical,5.0,20.0,E/B,8563.0
2019-03-12,504,1900-01-01 19:12:00,Tuesday,King ad jameson,Investigation,15.0,21.0,W/B,4432.0
2019-03-12,506,1900-01-01 20:13:00,Tuesday,Howard Park & Roncesvalles,Investigation,1.0,2.0,W/B,4103.0
2019-03-12,501,1900-01-01 21:38:00,Tuesday,Bathurst and Queen,Mechanical,5.0,10.0,W/B,4071.0
2019-03-12,506,1900-01-01 23:24:00,Tuesday,Gerrard & Broadview,Investigation,36.0,45.0,W/B,4030.0
2019-03-13,301,1900-01-01 03:36:00,Wednesday,Queen and Kingston Road,Investigation,1.0,1.0,w/b,4191.0
2019-03-13,512,1900-01-01 04:30:00,Wednesday,At S Bend inside Roncesvalles Yard,Mechanical,0.0,0.0,N/B,4489.0
2019-03-13,512,1900-01-01 04:56:00,Wednesday,Lost Pole at S Bend inside Roncesvalles Yard.,Mechanical,0.0,0.0,N/B,4521.0
2019-03-13,512,1900-01-01 05:08:00,Wednesday,Lost Pole around S Bend at Roncesvalles Yard,Mechanical,0.0,0.0,N/B,4501.0
2019-03-13,504,1900-01-01 05:44:00,Wednesday,Queen St E and Leslie St E,Held By,4.0,8.0,W/B,4442.0
2019-03-13,512,1900-01-01 05:49:00,Wednesday,Lost Pole around S Bend at Roncesvalles Yard.,Mechanical,0.0,0.0,N/B,4473.0
2019-03-13,512,1900-01-01 06:12:00,Wednesday,Lost Pole around S Bend at Roncesvalles Yard.,Mechanical,0.0,0.0,N/B,4493.0
2019-03-13,506,1900-01-01 06:45:00,Wednesday,Gerrard/Kingsmount,Mechanical,7.0,14.0,W/B,4115.0
2019-03-13,512,1900-01-01 07:20:00,Wednesday,St Clair West Stn,Emergency Services,6.0,12.0,N/B,4413.0
2019-03-13,501,1900-01-01 07:39:00,Wednesday,Humber Loop,Mechanical,11.0,15.0,E/B,4453.0
2019-03-13,511,1900-01-01 08:30:00,Wednesday,Bathurst/Wellington,Mechanical,3.0,6.0,N/B,1085.0
2019-03-13,501,1900-01-01 08:40:00,Wednesday,Neville Loop,Mechanical,10.0,14.0,W/B,4132.0
2019-03-13,705,1900-01-01 08:48:00,Wednesday,Queen & Scarbourgh Rd,Emergency Services,22.0,26.0,E/B,4439.0
2019-03-13,505,1900-01-01 09:41:00,Wednesday,Broadview Station,Mechanical,4.0,8.0,E/B,8518.0
2019-03-13,501,1900-01-01 10:15:00,Wednesday,Queen & Dunn,Mechanical,5.0,10.0,E/B,4192.0
2019-03-13,504,1900-01-01 11:46:00,Wednesday,King / Church,Held By,18.0,26.0,E/B,4456.0
2019-03-13,501,1900-01-01 13:43:00,Wednesday,Queen Street East Waverley,Mechanical,4.0,20.0,W/B,4127.0
2019-03-13,506,1900-01-01 13:58:00,Wednesday,Palmerston and College,Emergency Services,1.0,1.0,W/B,4105.0
2019-03-13,505,1900-01-01 14:15:00,Wednesday,Dundas and Bay,General Delay,15.0,10.0,E/B,8312.0
2019-03-13,501,1900-01-01 14:45:00,Wednesday,Humber Loop,Investigation,4.0,18.0,E/B,4181.0
2019-03-13,511,1900-01-01 14:50:00,Wednesday,Front and Bathurst,General Delay,9.0,12.0,S/B,1032.0
2019-03-13,511,1900-01-01 15:18:00,Wednesday,Exhibition loop,Mechanical,4.0,8.0,N/B,1423.0
2019-03-13,501,1900-01-01 16:23:00,Wednesday,Queen Street East at Willow Avenue,Emergency Services,4.0,20.0,B/W,4131.0
2019-03-13,503,1900-01-01 16:29:00,Wednesday,Queen and Kingston Road,Utilized Off Route,12.0,24.0,E/B,9212.0
2019-03-13,511,1900-01-01 16:56:00,Wednesday,Bathurst Station,Emergency Services,4.0,8.0,S/B,1045.0
2019-03-13,501,1900-01-01 20:30:00,Wednesday,Queen,General Delay,5.0,10.0,B/W,4050.0
2019-03-13,505,1900-01-01 20:58:00,Wednesday,Dundas West Station,General Delay,10.0,20.0,E/B,8130.0
2019-03-13,501,1900-01-01 22:14:00,Wednesday,Bathurst and Queen,Investigation,5.0,10.0,S/B,4087.0
